date begin,date end,score,number of words,pos_simple,neg_simple
2012-04-16 00:00:00,2012-04-22 00:00:00,0.0068194066937569565,637,6,24
2012-04-09 00:00:00,2012-04-15 00:00:00,0.014749125872581903,674,10,24
2012-04-02 00:00:00,2012-04-08 00:00:00,-0.0070586235378589735,420,9,22
2012-03-26 00:00:00,2012-04-01 00:00:00,0.011857944813033656,457,5,24
2012-03-19 00:00:00,2012-03-25 00:00:00,0.003487310066085106,567,5,15
2012-03-12 00:00:00,2012-03-18 00:00:00,0.00047093806767811253,634,8,26
2012-03-05 00:00:00,2012-03-11 00:00:00,0.02126638842262207,540,3,11
2012-02-27 00:00:00,2012-03-04 00:00:00,0.028539508882994755,597,5,10
2012-02-20 00:00:00,2012-02-26 00:00:00,0.020318997544258897,549,10,20
2012-02-13 00:00:00,2012-02-19 00:00:00,0.00584737898387663,829,6,26
2012-02-06 00:00:00,2012-02-12 00:00:00,0.01370672240092916,671,2,2
2012-01-30 00:00:00,2012-02-05 00:00:00,0.007579911264220137,648,4,8
2012-01-23 00:00:00,2012-01-29 00:00:00,-0.009776534234439674,540,3,15
2012-01-16 00:00:00,2012-01-22 00:00:00,0.017776691691956836,637,7,5
2012-01-09 00:00:00,2012-01-15 00:00:00,0.013361151599322106,503,2,13
2012-01-02 00:00:00,2012-01-08 00:00:00,0.010713194712619382,292,8,11
2011-12-26 00:00:00,2012-01-01 00:00:00,0.027289243063381426,540,10,2
2011-12-19 00:00:00,2011-12-25 00:00:00,0.018110250936278813,547,11,8
