timestamp,open,high,low,close,volume
2018-04-20 16:00:00,165.9400,165.9650,165.7000,165.7200,4615249
2018-04-20 15:59:00,165.9500,165.9500,165.8600,165.9400,205835
2018-04-20 15:58:00,165.9950,166.0400,165.8600,165.9465,268874
2018-04-20 15:57:00,166.0400,166.0500,165.9700,165.9900,175077
2018-04-20 15:56:00,165.9900,166.0600,165.9600,166.0450,231150
2018-04-20 15:55:00,165.9400,166.0000,165.9300,165.9900,124438
2018-04-20 15:54:00,166.0150,166.0211,165.9000,165.9400,146305
2018-04-20 15:53:00,165.9300,166.0200,165.9200,166.0200,153537
2018-04-20 15:52:00,165.8800,165.9900,165.8600,165.9250,168248
2018-04-20 15:51:00,165.8800,165.9900,165.8600,165.8800,145189
2018-04-20 15:50:00,165.7600,166.3200,165.7600,165.9200,225853
2018-04-20 15:49:00,165.7700,165.7700,165.6950,165.7586,171718
2018-04-20 15:48:00,165.8650,165.8700,165.7500,165.7600,160809
2018-04-20 15:47:00,165.9400,165.9500,165.8600,165.8600,136605
2018-04-20 15:46:00,165.9056,165.9400,165.8500,165.9362,110988
2018-04-20 15:45:00,165.8778,165.9200,165.8700,165.9000,102394
2018-04-20 15:44:00,166.0600,166.0600,165.8625,165.8800,143388
2018-04-20 15:43:00,166.1300,166.1900,166.0550,166.0600,151066
2018-04-20 15:42:00,166.1100,166.1600,166.0100,166.1200,120437
2018-04-20 15:41:00,166.1398,166.1900,166.0800,166.1100,134950
2018-04-20 15:40:00,166.1000,166.4000,166.1000,166.1401,224537
2018-04-20 15:39:00,166.0500,166.1100,166.0400,166.1000,101110
2018-04-20 15:38:00,165.9450,166.1400,165.9200,166.0500,183901
2018-04-20 15:37:00,165.8000,165.9561,165.7900,165.9500,101073
2018-04-20 15:36:00,165.6858,165.8000,165.6400,165.8000,77796
2018-04-20 15:35:00,165.6100,165.6900,165.5700,165.6850,74915
2018-04-20 15:34:00,165.6100,165.6150,165.5000,165.6100,149495
2018-04-20 15:33:00,165.7100,165.7150,165.6100,165.6150,72488
2018-04-20 15:32:00,165.6900,165.8050,165.6900,165.7100,90074
2018-04-20 15:31:00,165.6600,165.7000,165.6100,165.6960,82463
2018-04-20 15:30:00,165.6491,165.6557,165.5700,165.6557,114001
2018-04-20 15:29:00,165.6700,165.7200,165.6400,165.6550,138796
2018-04-20 15:28:00,165.7700,165.7700,165.6400,165.6762,154607
2018-04-20 15:27:00,165.8950,165.9100,165.7700,165.7700,93545
2018-04-20 15:26:00,165.8600,165.9000,165.8100,165.8933,71398
2018-04-20 15:25:00,165.7950,165.8700,165.7500,165.8700,68625
2018-04-20 15:24:00,165.7200,165.8200,165.7150,165.7938,76614
2018-04-20 15:23:00,165.7199,165.7800,165.7000,165.7128,77813
2018-04-20 15:22:00,165.8600,165.8750,165.7150,165.7150,69939
2018-04-20 15:21:00,165.7400,165.8900,165.7100,165.8600,71389
2018-04-20 15:20:00,165.7400,165.8300,165.7300,165.7500,54041
2018-04-20 15:19:00,165.8076,165.8076,165.7106,165.7400,67026
2018-04-20 15:18:00,165.6800,165.8200,165.6800,165.8050,66464
2018-04-20 15:17:00,165.6400,165.6900,165.6250,165.6800,106836
2018-04-20 15:16:00,165.7300,165.7600,165.6400,165.6500,50311
2018-04-20 15:15:00,165.6850,165.8100,165.6844,165.7340,73224
2018-04-20 15:14:00,165.6600,165.6900,165.6000,165.6850,55356
2018-04-20 15:13:00,165.7200,165.7500,165.6300,165.6665,86924
2018-04-20 15:12:00,165.4701,165.7200,165.4701,165.7118,139691
2018-04-20 15:11:00,165.5240,165.5240,165.4300,165.4800,251388
2018-04-20 15:10:00,165.5150,165.5750,165.5000,165.5200,133902
2018-04-20 15:09:00,165.5644,165.6300,165.5100,165.5100,75888
2018-04-20 15:08:00,165.5600,165.6699,165.5400,165.5700,96988
2018-04-20 15:07:00,165.6218,165.6400,165.5100,165.5678,113817
