date,close,volume,firstDiffAbs,firstDiff_%,newsRating
2018-05-01,168.02,26160374,,,0.4166666666666667
2018-04-30,165.26,41456340,-2.7600000000000193,-1.6700956069224373,0.13043478260869565
2018-04-27,162.32,35655839,-2.9399999999999977,-1.8112370625924086,0.2857142857142857
2018-04-26,164.22,27963014,1.9000000000000057,1.1569845329436157,0.5769230769230769
2018-04-25,163.65,28382084,-0.5699999999999932,-0.3483043079743313,0.45454545454545453
2018-04-24,162.94,33692017,-0.710000000000008,-0.43574321836259233,0.25
2018-04-23,165.24,36515477,2.3000000000000114,1.391914790607608,0.3055555555555556
2018-04-20,165.72,65491140,0.47999999999998977,0.289645184648799,0.24444444444444444
2018-04-19,172.8,34808800,7.0800000000000125,4.097222222222229,0.4418604651162791
2018-04-18,177.84,20754538,5.039999999999992,2.8340080971659876,0.5068493150684932
2018-04-17,178.24,26605442,0.4000000000000057,0.22441651705565846,0.3888888888888889
2018-04-16,175.82,21578420,-2.420000000000016,-1.3764076896826392,0.2413793103448276
2018-04-13,174.73,25124255,-1.0900000000000034,-0.6238196073942675,0.375
2018-04-12,174.14,22889285,-0.5900000000000034,-0.3388078557482505,0.43661971830985913
2018-04-11,172.44,22431640,-1.6999999999999886,-0.9858501507770753,0.4482758620689655
2018-04-10,173.25,28614241,0.8100000000000023,0.46753246753246885,0.27586206896551724
2018-04-09,170.05,29017718,-3.1999999999999886,-1.881799470743892,0.35714285714285715
2018-04-06,168.38,35005290,-1.670000000000016,-0.9918042522865043,0.14285714285714285
2018-04-05,172.8,26933197,4.420000000000016,2.5578703703703796,0.3684210526315789
2018-04-04,171.61,34605489,-1.1899999999999977,-0.6934327836373158,0.4
2018-04-03,168.39,30278046,-3.2200000000000273,-1.9122275669576743,0.2786885245901639
2018-04-02,166.68,37586791,-1.7099999999999795,-1.0259179265658624,0.4
2018-03-29,167.78,38398505,1.0999999999999943,0.6556204553582038,0.36363636363636365
2018-03-28,166.48,41668545,-1.3000000000000114,-0.7808745795290795,0.15789473684210525
2018-03-27,168.34,38962839,1.8600000000000136,1.1049067363668845,0.21951219512195122
2018-03-26,172.77,36272617,4.430000000000007,2.564102564102568,0.4117647058823529
2018-03-23,164.94,40248954,-7.8300000000000125,-4.74718079301565,0.3617021276595745
2018-03-22,168.85,41051076,3.9099999999999966,2.315664791234822,0.391304347826087
2018-03-21,171.27,35247358,2.420000000000016,1.4129736673089366,0.1794871794871795
2018-03-20,175.24,19314039,3.969999999999999,2.2654645058205882,-0.038461538461538464
2018-03-19,175.3,32804695,0.060000000000002274,0.034227039361096556,0.2903225806451613
2018-03-16,178.02,36836456,2.719999999999999,1.5279182114369163,0.07142857142857142
2018-03-15,178.65,22584565,0.6299999999999955,0.35264483627203774,0.10714285714285714
2018-03-14,178.44,29075469,-0.21000000000000796,-0.11768661735037435,0.2631578947368421
2018-03-13,179.97,31168404,1.5300000000000011,0.8501416902817142,0.48717948717948717
2018-03-12,181.72,32055405,1.75,0.9630200308166409,0.574468085106383
2018-03-09,179.98,31385134,-1.740000000000009,-0.9667740860095617,0.28
2018-03-08,176.94,23163767,-3.039999999999992,-1.7180965298971358,0.3225806451612903
2018-03-07,175.03,31703462,-1.9099999999999966,-1.0912415014568912,0.4915254237288136
2018-03-06,176.67,23788506,1.6399999999999864,0.9282843719929736,0.2765957446808511
2018-03-05,176.82,28401366,0.15000000000000568,0.08483203257550373,0.25
2018-03-02,176.21,38453950,-0.6099999999999852,-0.3461778559673033,0.39285714285714285
2018-03-01,175.0,48801970,-1.210000000000008,-0.6914285714285759,0.3488372093023256
2018-02-28,178.12,33604574,3.1200000000000045,1.7516281158769396,0.5714285714285714
2018-02-27,178.39,38685165,0.2699999999999818,0.15135377543583264,0.3333333333333333
2018-02-26,178.97,36886432,0.5800000000000125,0.32407666089289405,0.3023255813953488
2018-02-23,175.5,33329232,-3.469999999999999,-1.9772079772079767,0.4
2018-02-22,172.5,30504116,-3.0,-1.7391304347826086,0.37777777777777777
2018-02-21,171.07,35833514,-1.4300000000000068,-0.8359151224644923,0.3333333333333333
2018-02-20,171.85,33531012,0.7800000000000011,0.4538842013383772,0.24324324324324326
2018-02-16,172.43,39638793,0.5800000000000125,0.33636838137215824,0.21739130434782608
2018-02-15,172.99,50609595,0.5600000000000023,0.32371813399618604,0.22448979591836735
2018-02-14,167.37,39669178,-5.6200000000000045,-3.3578299575790194,0.38181818181818183
2018-02-13,164.34,32104756,-3.030000000000001,-1.8437385907265433,0.23404255319148937
2018-02-12,162.71,60560145,-1.6299999999999955,-1.00178231208899,0.19230769230769232
2018-02-09,156.41,66723743,-6.300000000000011,-4.0278754555335405,0.56
2018-02-08,155.15,49594129,-1.259999999999991,-0.812117305833059,0.5
2018-02-07,159.54,50852130,4.389999999999986,2.751661025448155,0.4074074074074074
2018-02-06,163.03,66625484,3.490000000000009,2.140710298718033,0.4074074074074074
2018-02-05,156.49,66090446,-6.539999999999992,-4.179180778324489,
2018-02-02,160.5,85436075,4.009999999999991,2.4984423676012404,
2018-02-01,167.78,38099665,7.280000000000001,4.339015377279772,
2018-01-31,167.43,30984099,-0.3499999999999943,-0.20904258496087577,
2018-01-30,166.97,45137026,-0.46000000000000796,-0.2754985925615428,
2018-01-29,167.96,48434424,0.9900000000000091,0.589426053822344,
2018-01-26,171.51,37121805,3.549999999999983,2.0698501545099313,
2018-01-25,171.11,39661804,-0.39999999999997726,-0.23376775173863437,
2018-01-24,174.22,50562257,3.109999999999985,1.7850992997359576,
2018-01-23,177.04,31702531,2.819999999999993,1.5928603705377278,
2018-01-22,177.0,26023683,-0.03999999999999204,-0.02259887005649268,
2018-01-19,178.46,30827809,1.460000000000008,0.8181105009525989,
2018-01-18,179.26,30234512,0.799999999999983,0.4462791476068185,
2018-01-17,179.1,32752734,-0.1599999999999966,-0.0893355667224995,
2018-01-16,176.19,29159005,-2.9099999999999966,-1.6516260854759046,
2018-01-12,177.09,25039531,0.9000000000000057,0.5082161612739317,
2018-01-11,175.28,17523256,-1.8100000000000023,-1.0326335006846201,
2018-01-10,174.29,23589129,-0.9900000000000091,-0.5680188192093689,
2018-01-09,174.33,21262614,0.040000000000020464,0.022944989387954143,
2018-01-08,174.35,20134092,0.01999999999998181,0.011471178663597252,
2018-01-05,175.0,23016177,0.6500000000000057,0.37142857142857466,
2018-01-04,173.03,22211345,-1.9699999999999989,-1.1385308905970055,
2018-01-03,172.23,28819653,-0.8000000000000114,-0.4644951518318594,
2018-01-02,172.26,25048048,0.030000000000001137,0.01741553465691463,
2017-12-29,169.23,25643711,-3.030000000000001,-1.7904626839212914,
2017-12-28,171.08,15997739,1.8500000000000227,1.0813654430675839,
2017-12-27,170.6,21672062,-0.4800000000000182,-0.28135990621337525,
2017-12-26,170.57,32968167,-0.030000000000001137,-0.017588087002404374,
2017-12-22,175.01,16052615,4.439999999999998,2.536997885835094,
2017-12-21,175.01,20356826,0.0,0.0,
2017-12-20,174.35,23000392,-0.6599999999999966,-0.37854889589905166,
2017-12-19,174.54,27078872,0.18999999999999773,0.10885756846567991,
2017-12-18,176.42,28831533,1.8799999999999955,1.0656388164607162,
2017-12-15,173.97,37054632,-2.4499999999999886,-1.4082887854227675,
2017-12-14,172.22,20219307,-1.75,-1.016142143769597,
2017-12-13,172.27,23142242,0.05000000000001137,0.029024206187967354,
2017-12-12,171.7,18945457,-0.5700000000000216,-0.3319743739079916,
2017-12-11,172.67,33092051,0.9699999999999989,0.5617652168877042,
2017-12-08,169.37,23096872,-3.299999999999983,-1.9483970006494555,
2017-12-07,169.32,24469613,-0.05000000000001137,-0.029529884242860484,
2017-12-06,169.01,28224357,-0.3100000000000023,-0.18342109934323547,
