timestamp,open,high,low,adjusted close,volume,dividend amount,firstDiffAbs,firstDiff_%,ROC_2,newsRating
2017-02-03,120.93,130.49,120.62,126.0302,249781248,0.0,6.961499999999987,5.523676071290839,-0.027197216289461427,
2017-01-27,120.0,122.44,119.5,119.0687,124748449,0.0,1.9039000000000077,1.5989928503460666,-0.05523676071290839,
2017-01-20,118.34,120.5,118.22,117.1648,116347987,0.0,0.9373999999999968,0.8000696454907931,-0.015989928503460666,
2017-01-13,117.95,119.93,117.94,116.2274,138810760,0.0,1.1033000000000044,0.9492598130905489,-0.008000696454907929,
2017-01-06,115.8,118.16,114.76,115.1241,103845468,0.0,2.0405999999999977,1.7725220001719864,-0.009492598130905487,
2016-12-30,116.52,118.0166,115.43,113.0835,84828531,0.0,-0.6834999999999951,-0.6044206272356224,-0.017725220001719864,
2016-12-23,115.8,117.5,115.59,113.76700000000001,113322891,0.0,0.5369999999999919,0.4720173688327827,0.006044206272356224,
2016-12-16,113.29,116.73,112.49,113.23,195015700,0.0,1.972300000000004,1.7418528658482768,-0.004720173688327827,
2016-12-09,110.0,114.7,108.25,111.2577,151989664,0.0,3.954300000000004,3.5541809690475388,-0.017418528658482767,
2016-12-02,111.43,112.465,108.85,107.3034,155499850,0.0,-1.8453000000000088,-1.719703196730028,-0.03554180969047538,
2016-11-25,110.12,112.42,110.01,109.1487,94132421,0.0,1.6891000000000105,1.5475218669576554,0.01719703196730028,
2016-11-18,107.71,110.54,104.08,107.4596,198341456,0.0,1.5914999999999964,1.4810217049011876,-0.015475218669576556,
2016-11-11,110.08,111.72,105.83,105.8681,207268979,0.0,-0.40030000000000143,-0.37811200918879373,-0.014810217049011875,
2016-11-04,113.65,114.23,108.11,106.2684,156346518,0.57,-4.191500000000005,-3.9442581237696297,0.0037811200918879385,
2016-10-28,117.1,118.36,113.31,110.4599,210225569,0.0,-2.7973999999999957,-2.5325027453401603,0.0394425812376963,
2016-10-21,117.33,118.21,113.8,113.2573,115531434,0.0,-1.0005000000000024,-0.8833867662393527,0.025325027453401604,
2016-10-14,115.02,118.69,114.72,114.2578,208708383,0.0,3.467700000000008,3.0349787935703363,0.008833867662393528,
2016-10-07,112.71,114.56,112.28,110.7901,126029440,0.0,0.9809999999999944,0.8854581772198009,-0.03034978793570336,
2016-09-30,111.64,114.64,111.55,109.8091,156384035,0.0,0.33029999999999404,0.3007947428764957,-0.008854581772198009,
2016-09-23,115.19,116.18,111.55,109.4788,201095635,0.0,-2.146699999999996,-1.9608362532289316,-0.003007947428764957,
2016-09-16,102.65,116.13,102.53,111.6255,390309366,0.0,11.451999999999998,10.25930454958768,0.019608362532289314,
2016-09-09,107.9,108.76,103.13,100.1735,168803729,0.0,-4.4680999999999935,-4.460361273191007,-0.10259304549587682,
2016-09-02,106.62,108.0,105.5,104.6416,133000624,0.0,0.767399999999995,0.7333603461720721,0.04460361273191006,
2016-08-26,108.86,109.32,106.31,103.8742,123605519,0.0,-2.350700000000004,-2.263025852425341,-0.00733360346172072,
2016-08-19,108.14,110.23,108.08,106.2249,132371408,0.0,1.1462000000000074,1.079031375882686,0.02263025852425341,
2016-08-12,107.52,108.94,107.16,105.0787,124505869,0.0,0.6799000000000035,0.6470388385086641,-0.01079031375882686,
2016-08-05,104.41,107.65,104.0,104.3988,170149120,0.57,3.718399999999989,3.5617267631428606,-0.00647038838508664,
2016-07-29,98.25,104.55,96.42,100.6804,256571090,0.0,5.362000000000009,5.325763505111231,-0.035617267631428605,
2016-07-22,98.7,101.0,98.31,95.3184,147565456,0.0,-0.11599999999999965,-0.12169738476516564,-0.05325763505111232,
2016-07-15,96.75,99.3,96.73,95.4344,142910566,0.0,2.028899999999993,2.125962965136254,0.0012169738476516564,
2016-07-08,95.39,96.89,94.37,93.4055,112705961,0.0,0.7633000000000011,0.8171895659249198,-0.02125962965136254,
2016-07-01,93.0,96.465,91.5,92.6422,185461004,0.0,2.405600000000007,2.5966568151447253,-0.008171895659249197,
2016-06-24,96.0,96.89,92.65,90.2366,206728924,0.0,-1.86460000000001,-2.066345584829227,-0.025966568151447253,
2016-06-17,98.69,99.12,95.3,92.1012,191732699,0.0,-3.3814999999999884,-3.6715048229556055,0.02066345584829227,
2016-06-10,97.99,101.89,97.55,95.4827,124864375,0.0,0.8791999999999973,0.9207950759666385,0.036715048229556055,
2016-06-03,99.6,100.4,96.63,94.6035,140176985,0.0,-2.3477000000000032,-2.48162065885512,-0.009207950759666385,
2016-05-27,95.87,100.73,95.67,96.9512,204473324,0.0,4.956299999999999,5.11215951942833,0.0248162065885512,
2016-05-20,92.39,95.43,91.65,91.9949,212707154,0.0,4.540800000000004,4.935925795886517,-0.0511215951942833,
2016-05-13,93.0,93.77,89.47,87.4541,216049836,0.0,-2.1255000000000024,-2.430417784872296,-0.049359257958865164,
2016-05-06,93.965,95.9,91.85,89.5796,225607242,0.57,-0.4351999999999947,-0.4858248976329373,0.02430417784872296,
2016-04-29,105.0,105.65,92.51,90.0148,349424063,0.0,-11.465500000000004,-12.737349858023356,0.004858248976329372,
2016-04-22,108.89,108.95,104.62,101.4803,189053016,0.0,-4.0043000000000015,-3.945889005058125,0.12737349858023356,
2016-04-15,108.97,112.39,108.66,105.4846,162310051,0.0,1.142700000000005,1.0832860910502622,0.03945889005058125,
2016-04-08,110.42,112.19,108.12100000000001,104.3419,145722543,0.0,-1.2771000000000043,-1.2239570105585622,-0.010832860910502623,
2016-04-01,106.0,110.42,104.88,105.619,147965003,0.0,4.148300000000007,3.927607722095462,0.012239570105585622,
2016-03-24,105.93,107.65,104.89,101.4707,119783503,0.0,-0.2400000000000091,-0.2365214786140325,-0.03927607722095462,
2016-03-18,101.91,106.5,101.78,101.7107,182073165,0.0,3.514499999999998,3.4553886660892097,0.002365214786140325,
2016-03-11,102.39,102.83,100.15,98.1962,155221501,0.0,-0.7201999999999913,-0.7334296031821916,-0.0345538866608921,
2016-03-04,96.86,103.75,96.65,98.9164,201803826,0.0,5.857599999999992,5.921768281093924,0.0073342960318219155,
2016-02-26,96.31,98.0237,93.32,93.0588,159052926,0.0,0.8354000000000071,0.8977119842508253,-0.05921768281093925,
2016-02-19,95.02,98.89,94.61,92.2234,168316315,0.0,1.9685999999999952,2.1345992448771085,-0.008977119842508253,
2016-02-12,93.13,96.35,92.59,90.2548,231122263,0.0,-0.02889999999999304,-0.032020457637702414,-0.021345992448771084,
2016-02-05,96.47,97.33,93.69,90.2837,217154766,0.52,-2.6875,-2.9767278035791622,0.00032020457637702416,
2016-01-29,101.52,101.53,92.39,92.9712,380336530,0.0,-3.896900000000002,-4.1915130707143735,0.029767278035791624,
2016-01-22,98.41,101.46,93.42,96.8681,243384093,0.0,4.097399999999993,4.22987546983991,0.041915130707143734,
2016-01-15,98.97,101.19,95.36,92.7707,304337253,0.0,0.1624000000000052,0.1750552706835296,-0.042298754698399096,
2016-01-08,102.61,105.85,96.43,92.6083,343790211,0.0,-7.927499999999995,-8.560247839556492,-0.001750552706835296,
2015-12-31,107.59,109.43,104.82,100.5358,123761546,0.0,-2.6457000000000046,-2.6315998878011673,0.08560247839556492,
2015-12-24,107.28,109.0,105.57,103.1815,126634011,0.0,1.9103000000000063,1.8513977796407364,0.02631599887801167,
2015-12-18,112.18,112.8,105.81,101.2712,315791335,0.0,-6.829100000000012,-6.743378176618832,-0.01851397779640736,
2015-12-11,118.98,119.86,112.851,108.1003,188853944,0.0,-5.587499999999992,-5.168810817361276,0.06743378176618832,
2015-12-04,117.99,119.41,114.22,113.6878,206765745,0.0,1.165300000000002,1.0250000439800946,0.05168810817361276,
2015-11-27,119.27,119.73,117.12,112.5225,109720453,0.0,-1.4232000000000085,-1.264813703925889,-0.010250000439800946,
2015-11-20,111.38,119.92,111.0,113.9457,189947415,0.0,6.6477,5.834094660877946,0.012648137039258892,
2015-11-13,120.96,121.81,112.27,107.29799999999999,216555289,0.0,-8.328699999999998,-7.76221364797107,-0.05834094660877945,
2015-11-06,119.87,123.82,119.61,115.6267,195203256,0.52,1.9787000000000037,1.7112829476236922,0.0776221364797107,
2015-10-30,118.08,121.22,113.99,113.648,322362121,0.0,0.3994999999999891,0.35152400394198674,-0.017112829476236917,
2015-10-23,110.8,119.228,110.11,113.2485,222074893,0.0,7.646300000000012,6.751789206921072,-0.0035152400394198677,
2015-10-16,112.73,112.75,109.56,105.6022,184884970,0.0,-1.0272000000000077,-0.9727070079979466,-0.06751789206921073,
2015-10-09,109.88,112.28,108.21,106.6294,262432987,0.0,1.6548000000000087,1.5519172010721327,0.009727070079979468,
2015-10-02,113.85,114.57,107.31,104.9746,311138027,0.0,-4.117900000000007,-3.922758457760264,-0.015519172010721324,
2015-09-25,113.67,116.69,112.37,109.0925,242696241,0.0,1.1983000000000033,1.0984256479593035,0.039227584577602635,
2015-09-18,116.58,116.89,111.87,107.8942,277276007,0.0,-0.7228000000000065,-0.6699155283601961,-0.010984256479593037,
2015-09-11,111.65,114.21,109.77,108.617,252662734,0.0,4.698100000000012,4.325381846303995,0.0066991552836019605,
2015-09-04,112.13,114.53,107.36,103.9189,298194194,0.0,-3.8232,-3.6790227764150703,-0.04325381846303995,
2015-08-28,94.87,113.31,92.0,107.7421,500362965,0.0,7.161299999999998,6.646705419701303,0.0367902277641507,
2015-08-21,116.04,117.65,105.645,100.5808,320509056,0.0,-9.700500000000003,-9.644484832095195,-0.06646705419701303,
2015-08-14,116.53,119.99,109.63,110.2813,345185326,0.0,0.41840000000000543,0.37939342390777536,0.09644484832095196,
2015-08-07,121.5,122.57,112.1,109.8629,384072497,0.52,-4.978200000000001,-4.5312839912290706,-0.003793934239077753,
2015-07-31,123.09,123.91,120.91,114.8411,191598511,0.0,-3.0296000000000016,-2.6380799208645707,0.045312839912290695,
2015-07-24,130.97,132.97,121.99,117.8707,344269021,0.0,-4.847400000000008,-4.112472395599592,0.026380799208645705,
2015-07-17,125.03,129.62,124.32,122.7181,189245034,0.0,6.002400000000009,4.891210017104248,0.041124723955995916,
2015-07-10,124.94,126.23,119.22,116.7157,275718368,0.0,-2.9917000000000087,-2.5632369938234607,-0.04891210017104248,
2015-07-02,125.46,126.94,124.48,119.7074,150981872,0.0,-0.2934999999999945,-0.2451811667449084,0.02563236993823461,
2015-06-26,127.49,129.8,126.51,120.0009,195594004,0.0,0.1419999999999959,0.11833244583998613,0.0024518116674490838,
2015-06-19,126.1,128.31,125.71,119.8589,198525255,0.0,-0.539599999999993,-0.4501960221560459,-0.0011833244583998614,
2015-06-12,128.9,130.18,125.62,120.3985,220114589,0.0,-1.4012000000000029,-1.1638018746080747,0.004501960221560459,
2015-06-05,131.2,131.39,128.36,121.7997,170840884,0.0,-1.5431999999999988,-1.266998194576833,0.01163801874608075,
2015-05-29,132.6,132.91,129.12,123.3429,198148567,0.0,-2.139700000000005,-1.7347573309854112,0.012669981945768329,
2015-05-22,128.38,132.97,128.36,125.4826,217297426,0.0,3.5692000000000093,2.844378423781472,0.017347573309854113,
2015-05-15,127.39,129.49,124.82,121.9134,208301514,0.0,1.088799999999992,0.8930929659906064,-0.02844378423781472,
2015-05-08,129.5,130.57,123.36,120.8246,271891981,0.52,-0.7543999999999897,-0.6243761618081001,-0.008930929659906064,
2015-05-01,132.31,134.54,124.58,121.579,420972321,0.0,-1.2540000000000049,-1.0314281249228938,0.006243761618081001,
2015-04-24,125.57,130.63,125.17,122.833,207440679,0.0,5.213899999999995,4.244706227153936,0.010314281249228938,
2015-04-17,128.37,128.57,124.46,117.6191,171186168,0.0,-2.2156999999999982,-1.8837926833311918,-0.04244706227153937,
2015-04-10,124.47,128.1218,124.33,119.8348,182207413,0.0,1.6783000000000072,1.400511370653606,0.018837926833311917,
2015-04-02,124.05,126.49,123.1,118.1565,162031791,0.0,1.9515999999999991,1.651707692763411,-0.014005113706536058,
2015-03-27,127.12,128.04,122.6,116.2049,209326175,0.0,-2.498500000000007,-2.150081450954312,-0.01651707692763411,
2015-03-20,123.88,129.2451,122.87,118.7034,266672975,0.0,2.1779999999999973,1.8348252872285016,0.02150081450954312,
2015-03-13,127.96,129.57,121.63,116.5254,326514045,0.0,-2.8379999999999934,-2.4355204959605317,-0.018348252872285014,
2015-03-06,129.25,130.28,125.76,119.3634,246938492,0.0,-1.7536999999999952,-1.4692108301204514,0.024355204959605317,
2015-02-27,130.02,133.6,126.61,121.1171,368216362,0.0,-0.9758000000000068,-0.8056665821754374,0.014692108301204515,
2015-02-20,127.49,129.5,126.92,122.0929,194354942,0.0,2.277000000000001,1.8649733113063915,0.008056665821754374,
2015-02-13,118.55,127.48,118.43,119.8159,303206785,0.0,7.684100000000001,6.413255669739994,-0.018649733113063914,
2015-02-06,118.05,120.51,116.08,112.1318,270757404,0.47,2.0999999999999943,1.87279612027988,-0.06413255669739994,
2015-01-30,113.74,120.0,109.03,110.0318,465842684,0.0,3.9257000000000066,3.5677867670982444,-0.0187279612027988,
2015-01-23,107.84,113.75,106.5,106.1061,198737041,0.0,6.564700000000002,6.186920450379387,-0.035677867670982445,
2015-01-16,112.6,112.8,105.2,99.5414,304226647,0.0,-5.6537000000000015,-5.6797473212150935,-0.061869204503793865,
2015-01-09,108.29,113.25,104.63,105.1951,282868187,0.0,2.5168999999999926,2.39260193678222,0.05679747321215092,
2015-01-02,113.79,114.77,107.35,102.6782,152088374,0.0,-4.376499999999994,-4.262345853355428,-0.0239260193678222,
2014-12-26,112.16,114.52,111.97,107.0547,119396530,0.0,2.0755999999999943,1.9388219293501308,0.04262345853355428,
2014-12-19,110.7,113.24,106.26,104.9791,328856576,0.0,1.925200000000004,1.8338888407311584,-0.01938821929350131,
2014-12-12,114.1,114.85,109.35,103.0539,259937920,0.0,-4.949300000000008,-4.8026324088656605,-0.018338888407311585,
2014-12-05,118.81,119.25,111.27,108.0032,266701088,0.0,-3.6908999999999987,-3.417398743740925,0.0480263240886566,
2014-11-28,116.85,119.75,116.62,111.6941,100105403,0.0,2.310300000000012,2.0684172216795806,0.03417398743740925,
2014-11-21,114.27,117.57,113.3,109.3838,233414685,0.0,2.1507000000000005,1.966196091194492,-0.020684172216795804,
2014-11-14,109.02,114.19,108.4,107.2331,205166680,0.0,4.855399999999988,4.527892973344974,-0.019661960911944918,
2014-11-07,108.22,110.3,107.72,102.3777,199952812,0.47,1.3853000000000009,1.3531267063042058,-0.04527892973344974,
2014-10-31,104.85,108.04,104.7,100.9924,220230607,0.0,2.599600000000009,2.574055077411775,-0.013531267063042056,
2014-10-24,98.315,105.49,98.22,98.3928,358532919,0.0,7.060099999999991,7.175423404964581,-0.02574055077411775,
2014-10-17,101.33,101.78,95.18,91.3327,358539741,0.0,-2.8614999999999924,-3.1330509226158787,-0.07175423404964583,
2014-10-10,99.95,102.38,98.31,94.1942,280258156,0.0,1.0379999999999967,1.101978678092703,0.03133050922615878,
2014-10-03,98.65,101.54,98.04,93.1562,247749150,0.0,-1.0567000000000064,-1.1343313703221107,-0.01101978678092703,
2014-09-26,101.8,102.94,97.72,94.2129,337730724,0.0,-0.1962999999999937,-0.20835787880427595,0.011343313703221109,
2014-09-19,102.81,103.05,98.89,94.4092,296789500,0.0,-0.6546000000000021,-0.6933646297182924,0.0020835787880427595,
2014-09-12,99.3,103.08,96.14,95.0638,461559500,0.0,2.5154,2.6460124674166186,0.006933646297182924,
2014-09-05,103.06,103.74,97.79,92.5484,322672500,0.0,-3.3008999999999986,-3.566674302311005,-0.026460124674166183,
2014-08-29,101.79,102.9,100.7,95.8493,233048700,0.0,1.1033999999999935,1.1511821160926512,0.035666743023110056,
2014-08-22,98.49,101.47,97.98,94.7459,246983800,0.0,3.1233000000000004,3.2965014844969547,-0.011511821160926512,
2014-08-15,95.27,98.19,94.8355,91.6226,179363000,0.0,3.0298000000000087,3.3068260451024187,-0.03296501484496955,
2014-08-08,96.37,96.58,93.28,88.5928,223025000,0.47,-0.8549000000000007,-0.9649768378468686,-0.03306826045102418,
2014-08-01,97.82,99.44,94.81,89.4477,236825000,0.0,-1.4338000000000048,-1.6029478678602191,0.009649768378468686,
2014-07-25,94.99,97.88,93.72,90.8815,276392000,0.0,3.0157000000000096,3.31827709709898,0.01602947867860219,
2014-07-18,95.86,97.1,92.57,87.8658,249075900,0.0,-0.7351000000000028,-0.8366167496341044,-0.0331827709709898,
2014-07-11,94.14,96.8,93.52,88.6009,231830000,0.0,1.107299999999995,1.2497615712707153,0.008366167496341044,
2014-07-03,92.1,94.1,92.09,87.4936,139168800,0.0,1.9074999999999989,2.1801594630921564,-0.012497615712707152,
2014-06-27,91.32,92.0,89.65,85.5861,216257000,0.0,0.9955999999999959,1.1632730081169675,-0.02180159463092156,
2014-06-20,91.51,92.75,90.9,84.5905,235227000,0.0,-0.34429999999998984,-0.4070197007938123,-0.011632730081169676,
2014-06-13,92.7,95.05,90.88,84.9348,293146997,0.0,-0.8786000000000058,-1.0344405355637571,0.004070197007938124,
2014-06-06,633.96,651.26,622.5,85.8134,58974500,0.0,1.6709000000000032,1.9471317999286861,0.010344405355637569,
2014-05-30,615.88,644.17,615.63,84.1425,57315800,0.0,2.508399999999994,2.9811331966604215,-0.01947131799928686,
2014-05-23,597.85,614.7293,597.33,81.6341,42229300,0.0,2.20920000000001,2.706222032214491,-0.029811331966604213,
2014-05-16,587.49,597.53,585.4,79.4249,37373300,0.0,1.5907999999999871,2.002898335408653,-0.02706222032214491,
2014-05-09,590.14,604.4099,580.33,77.8341,52371100,3.29,-0.4971999999999923,-0.6387945643361872,-0.02002898335408653,
2014-05-02,572.8,599.43,572.55,78.3313,67823800,0.0,2.7283000000000044,3.4830265806899727,0.0063879456433618715,
2014-04-25,525.34,571.99,523.96,75.60300000000001,68937100,0.0,6.212800000000001,8.217663320238618,-0.034830265806899734,
2014-04-17,521.9,527.76,511.33,69.3902,34688000,0.0,0.7045999999999992,1.015417162654091,-0.08217663320238618,
2014-04-11,528.02,532.24,517.14,68.6856,44688500,0.0,-1.6140000000000043,-2.3498375205283266,-0.010154171626540913,
2014-04-04,539.23,543.48,530.58,70.2996,35265900,0.0,-0.6662000000000035,-0.9476583081553857,0.023498375205283268,
2014-03-28,538.42,549.0,534.25,70.9658,48584200,0.0,0.5274000000000001,0.7431748814217554,0.009476583081553856,
2014-03-21,527.7,536.24,525.2001,70.4384,43442600,0.0,1.0812999999999988,1.5351001726331075,-0.007431748814217555,
2014-03-14,528.36,539.66,523.0,69.3571,41145600,0.0,-0.7600999999999942,-1.0959224073670817,-0.015351001726331075,
2014-03-07,523.42,534.75,522.81,70.1172,39435800,0.0,0.5551999999999992,0.7918171290353854,0.010959224073670816,
2014-02-28,523.15,532.75,515.6,69.562,52533200,0.0,0.1307999999999936,0.1880336965584566,-0.007918171290353855,
2014-02-21,546.0,551.19,524.6,69.4312,41380800,0.0,-2.477099999999993,-3.567704432589373,-0.0018803369655845661,
2014-02-14,518.66,545.9799,518.0,71.9083,54151400,0.0,3.2133999999999934,4.46874700138926,0.035677044325893734,
2014-02-07,502.61,522.9299,499.3,68.6949,61947700,3.05,2.9136000000000024,4.2413628959355085,-0.0446874700138926,
2014-01-31,550.07,554.8,493.55,65.7813,116661100,0.0,-5.974999999999994,-9.083128487883325,-0.0424136289593551,
2014-01-24,540.99,557.29,540.42,71.7563,55039500,0.0,0.7095999999999947,0.9889027165558908,0.09083128487883324,
2014-01-17,529.91,560.2,529.88,71.0467,62811100,0.0,1.0157999999999987,1.429763803244906,-0.009889027165558908,
2014-01-10,537.45,546.86,531.11,70.0309,56159800,0.0,-1.0564999999999998,-1.5086197664173957,-0.014297638032449059,
